Register Name,Register Address,Register Width,Register Access,Register Reset Value,Register Constraints,Register Custom Type,Field Name,Field Offset,Field Width,Field Access,Field Reset Value,Field is Covered,Field is Reserved,Field is Volatile,Field Constraints,Register Description,Field Description
RW_ZERO_SUPPRESS_xx_ALL_w20,,8,RW,,,,RSVD6,7,1,,0x0,FALSE,TRUE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w21,,8,RW,,,,ZS_lambda_07,0,7,,0x20,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w21,,8,RW,,,,ZS_kapa_07,7,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w22,,8,RW,,,,ZS_kapa_07,0,5,,0x10,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w22,,8,RW,,,,ZS_c_i_07,5,3,,0x7,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w23,,8,RW,,,,ZS_c_i_07,0,5,,0x1f,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w23,,8,RW,,,,ZS_pass_i_07,5,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w23,,8,RW,,,,ZS_mask_i_07,6,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w23,,8,RW,,,,RSVD7,7,1,,0x0,FALSE,TRUE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w24,,8,RW,,,,ZS_lambda_08,0,7,,0x20,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w24,,8,RW,,,,ZS_kapa_08,7,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w25,,8,RW,,,,ZS_kapa_08,0,5,,0x10,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w25,,8,RW,,,,ZS_c_i_08,5,3,,0x7,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w26,,8,RW,,,,ZS_c_i_08,0,5,,0x1f,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w26,,8,RW,,,,ZS_pass_i_08,5,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w26,,8,RW,,,,ZS_mask_i_08,6,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w26,,8,RW,,,,RSVD8,7,1,,0x0,FALSE,TRUE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w27,,8,RW,,,,ZS_lambda_09,0,7,,0x20,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w27,,8,RW,,,,ZS_kapa_09,7,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w28,,8,RW,,,,ZS_kapa_09,0,5,,0x10,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w28,,8,RW,,,,ZS_c_i_09,5,3,,0x7,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w29,,8,RW,,,,ZS_c_i_09,0,5,,0x1f,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w29,,8,RW,,,,ZS_pass_i_09,5,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w29,,8,RW,,,,ZS_mask_i_09,6,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w29,,8,RW,,,,RSVD9,7,1,,0x0,FALSE,TRUE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w30,,8,RW,,,,ZS_lambda_10,0,7,,0x20,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w30,,8,RW,,,,ZS_kapa_10,7,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w31,,8,RW,,,,ZS_kapa_10,0,5,,0x10,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w31,,8,RW,,,,ZS_c_i_10,5,3,,0x7,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w32,,8,RW,,,,ZS_c_i_10,0,5,,0x1f,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w32,,8,RW,,,,ZS_pass_i_10,5,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w32,,8,RW,,,,ZS_mask_i_10,6,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w32,,8,RW,,,,RSVD10,7,1,,0x0,FALSE,TRUE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w33,,8,RW,,,,ZS_lambda_11,0,7,,0x20,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w33,,8,RW,,,,ZS_kapa_11,7,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w34,,8,RW,,,,ZS_kapa_11,0,5,,0x10,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w34,,8,RW,,,,ZS_c_i_11,5,3,,0x7,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w35,,8,RW,,,,ZS_c_i_11,0,5,,0x1f,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w35,,8,RW,,,,ZS_pass_i_11,5,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w35,,8,RW,,,,ZS_mask_i_11,6,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w35,,8,RW,,,,RSVD11,7,1,,0x0,FALSE,TRUE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w36,,8,RW,,,,ZS_lambda_12,0,7,,0x20,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w36,,8,RW,,,,ZS_kapa_12,7,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w37,,8,RW,,,,ZS_kapa_12,0,5,,0x10,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w37,,8,RW,,,,ZS_c_i_12,5,3,,0x7,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w38,,8,RW,,,,ZS_c_i_12,0,5,,0x1f,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w38,,8,RW,,,,ZS_pass_i_12,5,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w38,,8,RW,,,,ZS_mask_i_12,6,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w38,,8,RW,,,,RSVD12,7,1,,0x0,FALSE,TRUE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w39,,8,RW,,,,ZS_lambda_13,0,7,,0x20,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w39,,8,RW,,,,ZS_kapa_13,7,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w40,,8,RW,,,,ZS_kapa_13,0,5,,0x10,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w40,,8,RW,,,,ZS_c_i_13,5,3,,0x7,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w41,,8,RW,,,,ZS_c_i_13,0,5,,0x1f,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w41,,8,RW,,,,ZS_pass_i_13,5,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w41,,8,RW,,,,ZS_mask_i_13,6,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w41,,8,RW,,,,RSVD13,7,1,,0x0,FALSE,TRUE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w42,,8,RW,,,,ZS_lambda_14,0,7,,0x20,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w42,,8,RW,,,,ZS_kapa_14,7,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w43,,8,RW,,,,ZS_kapa_14,0,5,,0x10,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w43,,8,RW,,,,ZS_c_i_14,5,3,,0x7,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w44,,8,RW,,,,ZS_c_i_14,0,5,,0x1f,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w44,,8,RW,,,,ZS_pass_i_14,5,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w44,,8,RW,,,,ZS_mask_i_14,6,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w44,,8,RW,,,,RSVD14,7,1,,0x0,FALSE,TRUE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w45,,8,RW,,,,ZS_lambda_15,0,7,,0x20,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w45,,8,RW,,,,ZS_kapa_15,7,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w46,,8,RW,,,,ZS_kapa_15,0,5,,0x10,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w46,,8,RW,,,,ZS_c_i_15,5,3,,0x7,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w47,,8,RW,,,,ZS_c_i_15,0,5,,0x1f,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w47,,8,RW,,,,ZS_pass_i_15,5,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w47,,8,RW,,,,ZS_mask_i_15,6,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w47,,8,RW,,,,RSVD15,7,1,,0x0,FALSE,TRUE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w48,,8,RW,,,,ZS_lambda_16,0,7,,0x20,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w48,,8,RW,,,,ZS_kapa_16,7,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w49,,8,RW,,,,ZS_kapa_16,0,5,,0x10,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w49,,8,RW,,,,ZS_c_i_16,5,3,,0x7,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w50,,8,RW,,,,ZS_c_i_16,0,5,,0x1f,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w50,,8,RW,,,,ZS_pass_i_16,5,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w50,,8,RW,,,,ZS_mask_i_16,6,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w50,,8,RW,,,,RSVD16,7,1,,0x0,FALSE,TRUE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w51,,8,RW,,,,ZS_lambda_17,0,7,,0x20,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w51,,8,RW,,,,ZS_kapa_17,7,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w52,,8,RW,,,,ZS_kapa_17,0,5,,0x10,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w52,,8,RW,,,,ZS_c_i_17,5,3,,0x7,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w53,,8,RW,,,,ZS_c_i_17,0,5,,0x1f,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w53,,8,RW,,,,ZS_pass_i_17,5,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w53,,8,RW,,,,ZS_mask_i_17,6,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w53,,8,RW,,,,RSVD17,7,1,,0x0,FALSE,TRUE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w54,,8,RW,,,,ZS_lambda_18,0,7,,0x20,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w54,,8,RW,,,,ZS_kapa_18,7,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w55,,8,RW,,,,ZS_kapa_18,0,5,,0x10,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w55,,8,RW,,,,ZS_c_i_18,5,3,,0x7,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w56,,8,RW,,,,ZS_c_i_18,0,5,,0x1f,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w56,,8,RW,,,,ZS_pass_i_18,5,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w56,,8,RW,,,,ZS_mask_i_18,6,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w56,,8,RW,,,,RSVD18,7,1,,0x0,FALSE,TRUE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w57,,8,RW,,,,ZS_lambda_19,0,7,,0x20,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w57,,8,RW,,,,ZS_kapa_19,7,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w58,,8,RW,,,,ZS_kapa_19,0,5,,0x10,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w58,,8,RW,,,,ZS_c_i_19,5,3,,0x7,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w59,,8,RW,,,,ZS_c_i_19,0,5,,0x1f,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w59,,8,RW,,,,ZS_pass_i_19,5,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w59,,8,RW,,,,ZS_mask_i_19,6,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w59,,8,RW,,,,RSVD19,7,1,,0x0,FALSE,TRUE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w60,,8,RW,,,,ZS_lambda_20,0,7,,0x20,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w60,,8,RW,,,,ZS_kapa_20,7,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w61,,8,RW,,,,ZS_kapa_20,0,5,,0x10,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w61,,8,RW,,,,ZS_c_i_20,5,3,,0x7,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w62,,8,RW,,,,ZS_c_i_20,0,5,,0x1f,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w62,,8,RW,,,,ZS_pass_i_20,5,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w62,,8,RW,,,,ZS_mask_i_20,6,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w62,,8,RW,,,,RSVD20,7,1,,0x0,FALSE,TRUE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w63,,8,RW,,,,ZS_lambda_21,0,7,,0x20,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w63,,8,RW,,,,ZS_kapa_21,7,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w64,,8,RW,,,,ZS_kapa_21,0,5,,0x10,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w64,,8,RW,,,,ZS_c_i_21,5,3,,0x7,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w65,,8,RW,,,,ZS_c_i_21,0,5,,0x1f,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w65,,8,RW,,,,ZS_pass_i_21,5,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w65,,8,RW,,,,ZS_mask_i_21,6,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w65,,8,RW,,,,RSVD21,7,1,,0x0,FALSE,TRUE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w66,,8,RW,,,,ZS_lambda_22,0,7,,0x20,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w66,,8,RW,,,,ZS_kapa_22,7,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w67,,8,RW,,,,ZS_kapa_22,0,5,,0x10,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w67,,8,RW,,,,ZS_c_i_22,5,3,,0x7,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w68,,8,RW,,,,ZS_c_i_22,0,5,,0x1f,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w68,,8,RW,,,,ZS_pass_i_22,5,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w68,,8,RW,,,,ZS_mask_i_22,6,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w68,,8,RW,,,,RSVD22,7,1,,0x0,FALSE,TRUE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w69,,8,RW,,,,ZS_lambda_23,0,7,,0x20,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w69,,8,RW,,,,ZS_kapa_23,7,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w70,,8,RW,,,,ZS_kapa_23,0,5,,0x10,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w70,,8,RW,,,,ZS_c_i_23,5,3,,0x7,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w71,,8,RW,,,,ZS_c_i_23,0,5,,0x1f,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w71,,8,RW,,,,ZS_pass_i_23,5,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w71,,8,RW,,,,ZS_mask_i_23,6,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w71,,8,RW,,,,RSVD23,7,1,,0x0,FALSE,TRUE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w72,,8,RW,,,,ZS_lambda_24,0,7,,0x20,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w72,,8,RW,,,,ZS_kapa_24,7,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w73,,8,RW,,,,ZS_kapa_24,0,5,,0x10,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w73,,8,RW,,,,ZS_c_i_24,5,3,,0x7,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w74,,8,RW,,,,ZS_c_i_24,0,5,,0x1f,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w74,,8,RW,,,,ZS_pass_i_24,5,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w74,,8,RW,,,,ZS_mask_i_24,6,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w74,,8,RW,,,,RSVD24,7,1,,0x0,FALSE,TRUE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w75,,8,RW,,,,ZS_lambda_25,0,7,,0x20,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w75,,8,RW,,,,ZS_kapa_25,7,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w76,,8,RW,,,,ZS_kapa_25,0,5,,0x10,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w76,,8,RW,,,,ZS_c_i_25,5,3,,0x7,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w77,,8,RW,,,,ZS_c_i_25,0,5,,0x1f,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w77,,8,RW,,,,ZS_pass_i_25,5,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w77,,8,RW,,,,ZS_mask_i_25,6,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w77,,8,RW,,,,RSVD25,7,1,,0x0,FALSE,TRUE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w78,,8,RW,,,,ZS_lambda_26,0,7,,0x20,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w78,,8,RW,,,,ZS_kapa_26,7,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w79,,8,RW,,,,ZS_kapa_26,0,5,,0x10,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w79,,8,RW,,,,ZS_c_i_26,5,3,,0x7,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w80,,8,RW,,,,ZS_c_i_26,0,5,,0x1f,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w80,,8,RW,,,,ZS_pass_i_26,5,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w80,,8,RW,,,,ZS_mask_i_26,6,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w80,,8,RW,,,,RSVD26,7,1,,0x0,FALSE,TRUE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w81,,8,RW,,,,ZS_lambda_27,0,7,,0x20,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w81,,8,RW,,,,ZS_kapa_27,7,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w82,,8,RW,,,,ZS_kapa_27,0,5,,0x10,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w82,,8,RW,,,,ZS_c_i_27,5,3,,0x7,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w83,,8,RW,,,,ZS_c_i_27,0,5,,0x1f,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w83,,8,RW,,,,ZS_pass_i_27,5,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w83,,8,RW,,,,ZS_mask_i_27,6,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w83,,8,RW,,,,RSVD27,7,1,,0x0,FALSE,TRUE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w84,,8,RW,,,,ZS_lambda_28,0,7,,0x20,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w84,,8,RW,,,,ZS_kapa_28,7,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w85,,8,RW,,,,ZS_kapa_28,0,5,,0x10,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w85,,8,RW,,,,ZS_c_i_28,5,3,,0x7,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w86,,8,RW,,,,ZS_c_i_28,0,5,,0x1f,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w86,,8,RW,,,,ZS_pass_i_28,5,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w86,,8,RW,,,,ZS_mask_i_28,6,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w86,,8,RW,,,,RSVD28,7,1,,0x0,FALSE,TRUE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w87,,8,RW,,,,ZS_lambda_29,0,7,,0x20,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w87,,8,RW,,,,ZS_kapa_29,7,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w88,,8,RW,,,,ZS_kapa_29,0,5,,0x10,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w88,,8,RW,,,,ZS_c_i_29,5,3,,0x7,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w89,,8,RW,,,,ZS_c_i_29,0,5,,0x1f,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w89,,8,RW,,,,ZS_pass_i_29,5,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w89,,8,RW,,,,ZS_mask_i_29,6,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w89,,8,RW,,,,RSVD29,7,1,,0x0,FALSE,TRUE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w90,,8,RW,,,,ZS_lambda_30,0,7,,0x20,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w90,,8,RW,,,,ZS_kapa_30,7,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w91,,8,RW,,,,ZS_kapa_30,0,5,,0x10,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w91,,8,RW,,,,ZS_c_i_30,5,3,,0x7,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w92,,8,RW,,,,ZS_c_i_30,0,5,,0x1f,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w92,,8,RW,,,,ZS_pass_i_30,5,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w92,,8,RW,,,,ZS_mask_i_30,6,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ZERO_SUPPRESS_xx_ALL_w92,,8,RW,,,,RSVD30,7,1,,0x0,FALSE,TRUE,FALSE,,,
