block,block_id,parameter,parameter_id,address,parameter_name,access,size_byte,default_value,param_mask,param_shift,max_value,description
WatchdogSubPCRC,03,history_erx_subp_crc,,0x0e27,WatchdogSubPCRC_03_history_erx_subp_crc,ro,4,0,4294967295,0,4294967295,
WatchdogSubPCRC,04,count_erx_subp_crc,,0x0e0b,WatchdogSubPCRC_04_count_erx_subp_crc,ro,2,0,65535,0,65535,
WatchdogSubPCRC,04,history_erx_subp_crc,,0x0e2b,WatchdogSubPCRC_04_history_erx_subp_crc,ro,4,0,4294967295,0,4294967295,
WatchdogSubPCRC,05,count_erx_subp_crc,,0x0e0d,WatchdogSubPCRC_05_count_erx_subp_crc,ro,2,0,65535,0,65535,
WatchdogSubPCRC,05,history_erx_subp_crc,,0x0e2f,WatchdogSubPCRC_05_history_erx_subp_crc,ro,4,0,4294967295,0,4294967295,
WatchdogSubPCRC,06,count_erx_subp_crc,,0x0e0f,WatchdogSubPCRC_06_count_erx_subp_crc,ro,2,0,65535,0,65535,
WatchdogSubPCRC,06,history_erx_subp_crc,,0x0e33,WatchdogSubPCRC_06_history_erx_subp_crc,ro,4,0,4294967295,0,4294967295,
WatchdogSubPCRC,07,count_erx_subp_crc,,0x0e11,WatchdogSubPCRC_07_count_erx_subp_crc,ro,2,0,65535,0,65535,
WatchdogSubPCRC,07,history_erx_subp_crc,,0x0e37,WatchdogSubPCRC_07_history_erx_subp_crc,ro,4,0,4294967295,0,4294967295,
WatchdogSubPCRC,08,count_erx_subp_crc,,0x0e13,WatchdogSubPCRC_08_count_erx_subp_crc,ro,2,0,65535,0,65535,
WatchdogSubPCRC,08,history_erx_subp_crc,,0x0e3b,WatchdogSubPCRC_08_history_erx_subp_crc,ro,4,0,4294967295,0,4294967295,
WatchdogSubPCRC,09,count_erx_subp_crc,,0x0e15,WatchdogSubPCRC_09_count_erx_subp_crc,ro,2,0,65535,0,65535,
WatchdogSubPCRC,09,history_erx_subp_crc,,0x0e3f,WatchdogSubPCRC_09_history_erx_subp_crc,ro,4,0,4294967295,0,4294967295,
WatchdogSubPCRC,10,count_erx_subp_crc,,0x0e17,WatchdogSubPCRC_10_count_erx_subp_crc,ro,2,0,65535,0,65535,
WatchdogSubPCRC,10,history_erx_subp_crc,,0x0e43,WatchdogSubPCRC_10_history_erx_subp_crc,ro,4,0,4294967295,0,4294967295,
WatchdogSubPCRC,11,count_erx_subp_crc,,0x0e19,WatchdogSubPCRC_11_count_erx_subp_crc,ro,2,0,65535,0,65535,
WatchdogSubPCRC,11,history_erx_subp_crc,,0x0e47,WatchdogSubPCRC_11_history_erx_subp_crc,ro,4,0,4294967295,0,4294967295,
WatchdogSubPEBO,00,count_erx_subp_ebo,,0x0e4b,WatchdogSubPEBO_00_count_erx_subp_ebo,ro,2,0,65535,0,65535,
WatchdogSubPEBO,00,history_erx_subp_ebo,,0x0e63,WatchdogSubPEBO_00_history_erx_subp_ebo,ro,4,0,4294967295,0,4294967295,
WatchdogSubPEBO,01,count_erx_subp_ebo,,0x0e4d,WatchdogSubPEBO_01_count_erx_subp_ebo,ro,2,0,65535,0,65535,
WatchdogSubPEBO,01,history_erx_subp_ebo,,0x0e67,WatchdogSubPEBO_01_history_erx_subp_ebo,ro,4,0,4294967295,0,4294967295,
WatchdogSubPEBO,02,count_erx_subp_ebo,,0x0e4f,WatchdogSubPEBO_02_count_erx_subp_ebo,ro,2,0,65535,0,65535,
WatchdogSubPEBO,02,history_erx_subp_ebo,,0x0e6b,WatchdogSubPEBO_02_history_erx_subp_ebo,ro,4,0,4294967295,0,4294967295,
WatchdogSubPEBO,03,count_erx_subp_ebo,,0x0e51,WatchdogSubPEBO_03_count_erx_subp_ebo,ro,2,0,65535,0,65535,
WatchdogSubPEBO,03,history_erx_subp_ebo,,0x0e6f,WatchdogSubPEBO_03_history_erx_subp_ebo,ro,4,0,4294967295,0,4294967295,
WatchdogSubPEBO,04,count_erx_subp_ebo,,0x0e53,WatchdogSubPEBO_04_count_erx_subp_ebo,ro,2,0,65535,0,65535,
WatchdogSubPEBO,04,history_erx_subp_ebo,,0x0e73,WatchdogSubPEBO_04_history_erx_subp_ebo,ro,4,0,4294967295,0,4294967295,
WatchdogSubPEBO,05,count_erx_subp_ebo,,0x0e55,WatchdogSubPEBO_05_count_erx_subp_ebo,ro,2,0,65535,0,65535,
WatchdogSubPEBO,05,history_erx_subp_ebo,,0x0e77,WatchdogSubPEBO_05_history_erx_subp_ebo,ro,4,0,4294967295,0,4294967295,
WatchdogSubPEBO,06,count_erx_subp_ebo,,0x0e57,WatchdogSubPEBO_06_count_erx_subp_ebo,ro,2,0,65535,0,65535,
WatchdogSubPEBO,06,history_erx_subp_ebo,,0x0e7b,WatchdogSubPEBO_06_history_erx_subp_ebo,ro,4,0,4294967295,0,4294967295,
WatchdogSubPEBO,07,count_erx_subp_ebo,,0x0e59,WatchdogSubPEBO_07_count_erx_subp_ebo,ro,2,0,65535,0,65535,
WatchdogSubPEBO,07,history_erx_subp_ebo,,0x0e7f,WatchdogSubPEBO_07_history_erx_subp_ebo,ro,4,0,4294967295,0,4294967295,
WatchdogSubPEBO,08,count_erx_subp_ebo,,0x0e5b,WatchdogSubPEBO_08_count_erx_subp_ebo,ro,2,0,65535,0,65535,
WatchdogSubPEBO,08,history_erx_subp_ebo,,0x0e83,WatchdogSubPEBO_08_history_erx_subp_ebo,ro,4,0,4294967295,0,4294967295,
WatchdogSubPEBO,09,count_erx_subp_ebo,,0x0e5d,WatchdogSubPEBO_09_count_erx_subp_ebo,ro,2,0,65535,0,65535,
WatchdogSubPEBO,09,history_erx_subp_ebo,,0x0e87,WatchdogSubPEBO_09_history_erx_subp_ebo,ro,4,0,4294967295,0,4294967295,
WatchdogSubPEBO,10,count_erx_subp_ebo,,0x0e5f,WatchdogSubPEBO_10_count_erx_subp_ebo,ro,2,0,65535,0,65535,
WatchdogSubPEBO,10,history_erx_subp_ebo,,0x0e8b,WatchdogSubPEBO_10_history_erx_subp_ebo,ro,4,0,4294967295,0,4294967295,
WatchdogSubPEBO,11,count_erx_subp_ebo,,0x0e61,WatchdogSubPEBO_11_count_erx_subp_ebo,ro,2,0,65535,0,65535,
WatchdogSubPEBO,11,history_erx_subp_ebo,,0x0e8f,WatchdogSubPEBO_11_history_erx_subp_ebo,ro,4,0,4294967295,0,4294967295,
WatchdogSubPHT,00,count_erx_subp_ht,,0x0e93,WatchdogSubPHT_00_count_erx_subp_ht,ro,2,0,65535,0,65535,
WatchdogSubPHT,00,history_erx_subp_ht,,0x0eab,WatchdogSubPHT_00_history_erx_subp_ht,ro,4,0,4294967295,0,4294967295,
WatchdogSubPHT,01,count_erx_subp_ht,,0x0e95,WatchdogSubPHT_01_count_erx_subp_ht,ro,2,0,65535,0,65535,
WatchdogSubPHT,01,history_erx_subp_ht,,0x0eaf,WatchdogSubPHT_01_history_erx_subp_ht,ro,4,0,4294967295,0,4294967295,
WatchdogSubPHT,02,count_erx_subp_ht,,0x0e97,WatchdogSubPHT_02_count_erx_subp_ht,ro,2,0,65535,0,65535,
WatchdogSubPHT,02,history_erx_subp_ht,,0x0eb3,WatchdogSubPHT_02_history_erx_subp_ht,ro,4,0,4294967295,0,4294967295,
WatchdogSubPHT,03,count_erx_subp_ht,,0x0e99,WatchdogSubPHT_03_count_erx_subp_ht,ro,2,0,65535,0,65535,
WatchdogSubPHT,03,history_erx_subp_ht,,0x0eb7,WatchdogSubPHT_03_history_erx_subp_ht,ro,4,0,4294967295,0,4294967295,
WatchdogSubPHT,04,count_erx_subp_ht,,0x0e9b,WatchdogSubPHT_04_count_erx_subp_ht,ro,2,0,65535,0,65535,
WatchdogSubPHT,04,history_erx_subp_ht,,0x0ebb,WatchdogSubPHT_04_history_erx_subp_ht,ro,4,0,4294967295,0,4294967295,
WatchdogSubPHT,05,count_erx_subp_ht,,0x0e9d,WatchdogSubPHT_05_count_erx_subp_ht,ro,2,0,65535,0,65535,
WatchdogSubPHT,05,history_erx_subp_ht,,0x0ebf,WatchdogSubPHT_05_history_erx_subp_ht,ro,4,0,4294967295,0,4294967295,
WatchdogSubPHT,06,count_erx_subp_ht,,0x0e9f,WatchdogSubPHT_06_count_erx_subp_ht,ro,2,0,65535,0,65535,
WatchdogSubPHT,06,history_erx_subp_ht,,0x0ec3,WatchdogSubPHT_06_history_erx_subp_ht,ro,4,0,4294967295,0,4294967295,
WatchdogSubPHT,07,count_erx_subp_ht,,0x0ea1,WatchdogSubPHT_07_count_erx_subp_ht,ro,2,0,65535,0,65535,
WatchdogSubPHT,07,history_erx_subp_ht,,0x0ec7,WatchdogSubPHT_07_history_erx_subp_ht,ro,4,0,4294967295,0,4294967295,
WatchdogSubPHT,08,count_erx_subp_ht,,0x0ea3,WatchdogSubPHT_08_count_erx_subp_ht,ro,2,0,65535,0,65535,
WatchdogSubPHT,08,history_erx_subp_ht,,0x0ecb,WatchdogSubPHT_08_history_erx_subp_ht,ro,4,0,4294967295,0,4294967295,
WatchdogSubPHT,09,count_erx_subp_ht,,0x0ea5,WatchdogSubPHT_09_count_erx_subp_ht,ro,2,0,65535,0,65535,
WatchdogSubPHT,09,history_erx_subp_ht,,0x0ecf,WatchdogSubPHT_09_history_erx_subp_ht,ro,4,0,4294967295,0,4294967295,
WatchdogSubPHT,10,count_erx_subp_ht,,0x0ea7,WatchdogSubPHT_10_count_erx_subp_ht,ro,2,0,65535,0,65535,
WatchdogSubPHT,10,history_erx_subp_ht,,0x0ed3,WatchdogSubPHT_10_history_erx_subp_ht,ro,4,0,4294967295,0,4294967295,
WatchdogSubPHT,11,count_erx_subp_ht,,0x0ea9,WatchdogSubPHT_11_count_erx_subp_ht,ro,2,0,65535,0,65535,
WatchdogSubPHT,11,history_erx_subp_ht,,0x0ed7,WatchdogSubPHT_11_history_erx_subp_ht,ro,4,0,4294967295,0,4294967295,
Watchdog_Misc,Global,count_packet_veto,,0x0edb,Watchdog_Misc_count_packet_veto,ro,2,0,65535,0,65535,(Requires Watchdog_Capture) count of packets causing Packet Veto watchdogs
Watchdog_Misc,Global,count_event_unexpected,,0x0edd,Watchdog_Misc_count_event_unexpected,ro,2,0,65535,0,65535,(Requires Watchdog_Capture) count of packets causing Unexpected event watchdog
Watchdog_Misc,Global,count_e_h_match,,0x0edf,Watchdog_Misc_count_e_h_match,ro,2,0,65535,0,65535,(Requires Watchdog_Capture) count of packets causing ECON vs HGCROC Mismatch watchdogs
Watchdog_Misc,Global,count_ht_recon,,0x0ee1,Watchdog_Misc_count_ht_recon,ro,2,0,65535,0,65535,(Requires Watchdog_Capture) count of packets causing HT Reconstruction watchdogs
Watchdog_Misc,Global,count_ebo_recon,,0x0ee3,Watchdog_Misc_count_ebo_recon,ro,2,0,65535,0,65535,(Requires Watchdog_Capture) count of packets causing EBO Reconstruction watchdogs
Watchdog_Misc,Global,count_roc_bunch_counter,,0x0ee5,Watchdog_Misc_count_roc_bunch_counter,ro,2,0,65535,0,65535,
Watchdog_Misc,Global,count_roc_unused_state,,0x0ee7,Watchdog_Misc_count_roc_unused_state,ro,2,0,65535,0,65535,
Watchdog_Misc,Global,count_roc_missed_pkt,,0x0ee9,Watchdog_Misc_count_roc_missed_pkt,ro,2,0,65535,0,65535,
Watchdog_Misc,Global,count_roc_predictor_fifo_full,,0x0eeb,Watchdog_Misc_count_roc_predictor_fifo_full,ro,2,0,65535,0,65535,
Watchdog_Misc,Global,count_roc_l1a_fifo_full,,0x0eed,Watchdog_Misc_count_roc_l1a_fifo_full,ro,2,0,65535,0,65535,
Watchdog_Misc,Global,history_packet_veto,,0x0eef,Watchdog_Misc_history_packet_veto,ro,4,0,4294967295,0,4294967295,(Requires Watchdog_Capture) history Packet Veto watchdogs over last 32 packets
Watchdog_Misc,Global,history_event_unexpected,,0x0ef3,Watchdog_Misc_history_event_unexpected,ro,4,0,4294967295,0,4294967295,(Requires Watchdog_Capture) history Unexpected event watchdogs over last 32 packets
Watchdog_Misc,Global,history_e_h_match,,0x0ef7,Watchdog_Misc_history_e_h_match,ro,4,0,4294967295,0,4294967295,(Requires Watchdog_Capture) history ECON vs HGCROC Mismatch watchdogs over last 32 packets
Watchdog_Misc,Global,history_lsb_ht_recon,,0x0efb,Watchdog_Misc_history_lsb_ht_recon,ro,4,0,4294967295,0,4294967295,(Requires Watchdog_Capture) history of MSB of HT Reconstructions over last 32 packets
Watchdog_Misc,Global,history_msb_ht_recon,,0x0eff,Watchdog_Misc_history_msb_ht_recon,ro,4,0,4294967295,0,4294967295,(Requires Watchdog_Capture) history of LSB of HT Reconstructions over last 32 packets
Watchdog_Misc,Global,history_lsb_ebo_recon,,0x0f03,Watchdog_Misc_history_lsb_ebo_recon,ro,4,0,4294967295,0,4294967295,(Requires Watchdog_Capture) history of MSB of EBO Reconstructions over last 32 packets
Watchdog_Misc,Global,history_msb_ebo_recon,,0x0f07,Watchdog_Misc_history_msb_ebo_recon,ro,4,0,4294967295,0,4294967295,(Requires Watchdog_Capture) history of LSB of EBO Reconstructions over last 32 packets
Watchdog_Misc,Global,history_roc_bunch_counter,,0x0f0b,Watchdog_Misc_history_roc_bunch_counter,ro,4,0,4294967295,0,4294967295,
Watchdog_Misc,Global,history_roc_unused_state,,0x0f0f,Watchdog_Misc_history_roc_unused_state,ro,4,0,4294967295,0,4294967295,
Watchdog_Misc,Global,history_roc_missed_pkt,,0x0f13,Watchdog_Misc_history_roc_missed_pkt,ro,4,0,4294967295,0,4294967295,
Watchdog_Misc,Global,history_roc_predictor_fifo_full,,0x0f17,Watchdog_Misc_history_roc_predictor_fifo_full,ro,4,0,4294967295,0,4294967295,
Watchdog_Misc,Global,history_roc_l1a_fifo_full,,0x0f1b,Watchdog_Misc_history_roc_l1a_fifo_full,ro,4,0,4294967295,0,4294967295,
Watchdog_Misc,Global,tmr_err_cnt_reset_request,,0x0f1f,Watchdog_Misc_tmr_err_cnt_reset_request,ro,1,0,255,0,255,wrap-around SEU error counter. Reset by err_clr (RW_Misc_ALL.misc_rw_0[0]) or hard reset.
ZS,00,zs_lambda,00,0x04a7,ZS_00_zs_lambda_00,rw,3,32,127,0,127,
ZS,00,zs_kappa,00,0x04a7,ZS_00_zs_kappa_00,rw,3,32,63,7,63,
ZS,00,zs_c_i,00,0x04a7,ZS_00_zs_c_i_00,rw,3,255,255,13,255,
ZS,00,zs_pass_i,00,0x04a7,ZS_00_zs_pass_i_00,rw,3,0,1,21,1,
ZS,00,zs_mask_i,00,0x04a7,ZS_00_zs_mask_i_00,rw,3,0,1,22,1,
ZS,00,zs_lambda,01,0x04aa,ZS_00_zs_lambda_01,rw,3,32,127,0,127,
ZS,00,zs_kappa,01,0x04aa,ZS_00_zs_kappa_01,rw,3,32,63,7,63,
ZS,00,zs_c_i,01,0x04aa,ZS_00_zs_c_i_01,rw,3,255,255,13,255,
ZS,00,zs_pass_i,01,0x04aa,ZS_00_zs_pass_i_01,rw,3,0,1,21,1,
ZS,00,zs_mask_i,01,0x04aa,ZS_00_zs_mask_i_01,rw,3,0,1,22,1,
ZS,00,zs_lambda,02,0x04ad,ZS_00_zs_lambda_02,rw,3,32,127,0,127,
ZS,00,zs_kappa,02,0x04ad,ZS_00_zs_kappa_02,rw,3,32,63,7,63,
ZS,00,zs_c_i,02,0x04ad,ZS_00_zs_c_i_02,rw,3,255,255,13,255,
ZS,00,zs_pass_i,02,0x04ad,ZS_00_zs_pass_i_02,rw,3,0,1,21,1,
ZS,00,zs_mask_i,02,0x04ad,ZS_00_zs_mask_i_02,rw,3,0,1,22,1,
ZS,00,zs_lambda,03,0x04b0,ZS_00_zs_lambda_03,rw,3,32,127,0,127,
ZS,00,zs_kappa,03,0x04b0,ZS_00_zs_kappa_03,rw,3,32,63,7,63,
ZS,00,zs_c_i,03,0x04b0,ZS_00_zs_c_i_03,rw,3,255,255,13,255,
ZS,00,zs_pass_i,03,0x04b0,ZS_00_zs_pass_i_03,rw,3,0,1,21,1,
ZS,00,zs_mask_i,03,0x04b0,ZS_00_zs_mask_i_03,rw,3,0,1,22,1,
ZS,00,zs_lambda,04,0x04b3,ZS_00_zs_lambda_04,rw,3,32,127,0,127,
ZS,00,zs_kappa,04,0x04b3,ZS_00_zs_kappa_04,rw,3,32,63,7,63,
ZS,00,zs_c_i,04,0x04b3,ZS_00_zs_c_i_04,rw,3,255,255,13,255,
ZS,00,zs_pass_i,04,0x04b3,ZS_00_zs_pass_i_04,rw,3,0,1,21,1,
ZS,00,zs_mask_i,04,0x04b3,ZS_00_zs_mask_i_04,rw,3,0,1,22,1,
ZS,00,zs_lambda,05,0x04b6,ZS_00_zs_lambda_05,rw,3,32,127,0,127,
ZS,00,zs_kappa,05,0x04b6,ZS_00_zs_kappa_05,rw,3,32,63,7,63,
ZS,00,zs_c_i,05,0x04b6,ZS_00_zs_c_i_05,rw,3,255,255,13,255,
ZS,00,zs_pass_i,05,0x04b6,ZS_00_zs_pass_i_05,rw,3,0,1,21,1,
ZS,00,zs_mask_i,05,0x04b6,ZS_00_zs_mask_i_05,rw,3,0,1,22,1,
ZS,00,zs_lambda,06,0x04b9,ZS_00_zs_lambda_06,rw,3,32,127,0,127,
ZS,00,zs_kappa,06,0x04b9,ZS_00_zs_kappa_06,rw,3,32,63,7,63,
ZS,00,zs_c_i,06,0x04b9,ZS_00_zs_c_i_06,rw,3,255,255,13,255,
ZS,00,zs_pass_i,06,0x04b9,ZS_00_zs_pass_i_06,rw,3,0,1,21,1,
ZS,00,zs_mask_i,06,0x04b9,ZS_00_zs_mask_i_06,rw,3,0,1,22,1,
ZS,00,zs_lambda,07,0x04bc,ZS_00_zs_lambda_07,rw,3,32,127,0,127,
ZS,00,zs_kappa,07,0x04bc,ZS_00_zs_kappa_07,rw,3,32,63,7,63,
ZS,00,zs_c_i,07,0x04bc,ZS_00_zs_c_i_07,rw,3,255,255,13,255,
ZS,00,zs_pass_i,07,0x04bc,ZS_00_zs_pass_i_07,rw,3,0,1,21,1,
ZS,00,zs_mask_i,07,0x04bc,ZS_00_zs_mask_i_07,rw,3,0,1,22,1,
ZS,00,zs_lambda,08,0x04bf,ZS_00_zs_lambda_08,rw,3,32,127,0,127,
ZS,00,zs_kappa,08,0x04bf,ZS_00_zs_kappa_08,rw,3,32,63,7,63,
ZS,00,zs_c_i,08,0x04bf,ZS_00_zs_c_i_08,rw,3,255,255,13,255,
ZS,00,zs_pass_i,08,0x04bf,ZS_00_zs_pass_i_08,rw,3,0,1,21,1,
ZS,00,zs_mask_i,08,0x04bf,ZS_00_zs_mask_i_08,rw,3,0,1,22,1,
ZS,00,zs_lambda,09,0x04c2,ZS_00_zs_lambda_09,rw,3,32,127,0,127,
ZS,00,zs_kappa,09,0x04c2,ZS_00_zs_kappa_09,rw,3,32,63,7,63,
ZS,00,zs_c_i,09,0x04c2,ZS_00_zs_c_i_09,rw,3,255,255,13,255,
ZS,00,zs_pass_i,09,0x04c2,ZS_00_zs_pass_i_09,rw,3,0,1,21,1,
ZS,00,zs_mask_i,09,0x04c2,ZS_00_zs_mask_i_09,rw,3,0,1,22,1,
ZS,00,zs_lambda,10,0x04c5,ZS_00_zs_lambda_10,rw,3,32,127,0,127,
ZS,00,zs_kappa,10,0x04c5,ZS_00_zs_kappa_10,rw,3,32,63,7,63,
ZS,00,zs_c_i,10,0x04c5,ZS_00_zs_c_i_10,rw,3,255,255,13,255,
ZS,00,zs_pass_i,10,0x04c5,ZS_00_zs_pass_i_10,rw,3,0,1,21,1,
ZS,00,zs_mask_i,10,0x04c5,ZS_00_zs_mask_i_10,rw,3,0,1,22,1,
ZS,00,zs_lambda,11,0x04c8,ZS_00_zs_lambda_11,rw,3,32,127,0,127,
ZS,00,zs_kappa,11,0x04c8,ZS_00_zs_kappa_11,rw,3,32,63,7,63,
ZS,00,zs_c_i,11,0x04c8,ZS_00_zs_c_i_11,rw,3,255,255,13,255,
ZS,00,zs_pass_i,11,0x04c8,ZS_00_zs_pass_i_11,rw,3,0,1,21,1,
ZS,00,zs_mask_i,11,0x04c8,ZS_00_zs_mask_i_11,rw,3,0,1,22,1,
ZS,00,zs_lambda,12,0x04cb,ZS_00_zs_lambda_12,rw,3,32,127,0,127,
ZS,00,zs_kappa,12,0x04cb,ZS_00_zs_kappa_12,rw,3,32,63,7,63,
ZS,00,zs_c_i,12,0x04cb,ZS_00_zs_c_i_12,rw,3,255,255,13,255,
ZS,00,zs_pass_i,12,0x04cb,ZS_00_zs_pass_i_12,rw,3,0,1,21,1,
ZS,00,zs_mask_i,12,0x04cb,ZS_00_zs_mask_i_12,rw,3,0,1,22,1,
ZS,00,zs_lambda,13,0x04ce,ZS_00_zs_lambda_13,rw,3,32,127,0,127,
ZS,00,zs_kappa,13,0x04ce,ZS_00_zs_kappa_13,rw,3,32,63,7,63,
ZS,00,zs_c_i,13,0x04ce,ZS_00_zs_c_i_13,rw,3,255,255,13,255,
ZS,00,zs_pass_i,13,0x04ce,ZS_00_zs_pass_i_13,rw,3,0,1,21,1,
ZS,00,zs_mask_i,13,0x04ce,ZS_00_zs_mask_i_13,rw,3,0,1,22,1,
ZS,00,zs_lambda,14,0x04d1,ZS_00_zs_lambda_14,rw,3,32,127,0,127,
ZS,00,zs_kappa,14,0x04d1,ZS_00_zs_kappa_14,rw,3,32,63,7,63,
ZS,00,zs_c_i,14,0x04d1,ZS_00_zs_c_i_14,rw,3,255,255,13,255,
ZS,00,zs_pass_i,14,0x04d1,ZS_00_zs_pass_i_14,rw,3,0,1,21,1,
ZS,00,zs_mask_i,14,0x04d1,ZS_00_zs_mask_i_14,rw,3,0,1,22,1,
ZS,00,zs_lambda,15,0x04d4,ZS_00_zs_lambda_15,rw,3,32,127,0,127,
ZS,00,zs_kappa,15,0x04d4,ZS_00_zs_kappa_15,rw,3,32,63,7,63,
ZS,00,zs_c_i,15,0x04d4,ZS_00_zs_c_i_15,rw,3,255,255,13,255,
ZS,00,zs_pass_i,15,0x04d4,ZS_00_zs_pass_i_15,rw,3,0,1,21,1,
ZS,00,zs_mask_i,15,0x04d4,ZS_00_zs_mask_i_15,rw,3,0,1,22,1,
ZS,00,zs_lambda,16,0x04d7,ZS_00_zs_lambda_16,rw,3,32,127,0,127,
ZS,00,zs_kappa,16,0x04d7,ZS_00_zs_kappa_16,rw,3,32,63,7,63,
ZS,00,zs_c_i,16,0x04d7,ZS_00_zs_c_i_16,rw,3,255,255,13,255,
ZS,00,zs_pass_i,16,0x04d7,ZS_00_zs_pass_i_16,rw,3,0,1,21,1,
ZS,00,zs_mask_i,16,0x04d7,ZS_00_zs_mask_i_16,rw,3,0,1,22,1,
ZS,00,zs_lambda,17,0x04da,ZS_00_zs_lambda_17,rw,3,32,127,0,127,
ZS,00,zs_kappa,17,0x04da,ZS_00_zs_kappa_17,rw,3,32,63,7,63,
ZS,00,zs_c_i,17,0x04da,ZS_00_zs_c_i_17,rw,3,255,255,13,255,
ZS,00,zs_pass_i,17,0x04da,ZS_00_zs_pass_i_17,rw,3,0,1,21,1,
ZS,00,zs_mask_i,17,0x04da,ZS_00_zs_mask_i_17,rw,3,0,1,22,1,
ZS,00,zs_lambda,18,0x04dd,ZS_00_zs_lambda_18,rw,3,32,127,0,127,
ZS,00,zs_kappa,18,0x04dd,ZS_00_zs_kappa_18,rw,3,32,63,7,63,
ZS,00,zs_c_i,18,0x04dd,ZS_00_zs_c_i_18,rw,3,255,255,13,255,
ZS,00,zs_pass_i,18,0x04dd,ZS_00_zs_pass_i_18,rw,3,0,1,21,1,
ZS,00,zs_mask_i,18,0x04dd,ZS_00_zs_mask_i_18,rw,3,0,1,22,1,
ZS,00,zs_lambda,19,0x04e0,ZS_00_zs_lambda_19,rw,3,32,127,0,127,
ZS,00,zs_kappa,19,0x04e0,ZS_00_zs_kappa_19,rw,3,32,63,7,63,
ZS,00,zs_c_i,19,0x04e0,ZS_00_zs_c_i_19,rw,3,255,255,13,255,
ZS,00,zs_pass_i,19,0x04e0,ZS_00_zs_pass_i_19,rw,3,0,1,21,1,
ZS,00,zs_mask_i,19,0x04e0,ZS_00_zs_mask_i_19,rw,3,0,1,22,1,
ZS,00,zs_lambda,20,0x04e3,ZS_00_zs_lambda_20,rw,3,32,127,0,127,
ZS,00,zs_kappa,20,0x04e3,ZS_00_zs_kappa_20,rw,3,32,63,7,63,
ZS,00,zs_c_i,20,0x04e3,ZS_00_zs_c_i_20,rw,3,255,255,13,255,
ZS,00,zs_pass_i,20,0x04e3,ZS_00_zs_pass_i_20,rw,3,0,1,21,1,
ZS,00,zs_mask_i,20,0x04e3,ZS_00_zs_mask_i_20,rw,3,0,1,22,1,
ZS,00,zs_lambda,21,0x04e6,ZS_00_zs_lambda_21,rw,3,32,127,0,127,
ZS,00,zs_kappa,21,0x04e6,ZS_00_zs_kappa_21,rw,3,32,63,7,63,
ZS,00,zs_c_i,21,0x04e6,ZS_00_zs_c_i_21,rw,3,255,255,13,255,
ZS,00,zs_pass_i,21,0x04e6,ZS_00_zs_pass_i_21,rw,3,0,1,21,1,
ZS,00,zs_mask_i,21,0x04e6,ZS_00_zs_mask_i_21,rw,3,0,1,22,1,
ZS,00,zs_lambda,22,0x04e9,ZS_00_zs_lambda_22,rw,3,32,127,0,127,
ZS,00,zs_kappa,22,0x04e9,ZS_00_zs_kappa_22,rw,3,32,63,7,63,
ZS,00,zs_c_i,22,0x04e9,ZS_00_zs_c_i_22,rw,3,255,255,13,255,
ZS,00,zs_pass_i,22,0x04e9,ZS_00_zs_pass_i_22,rw,3,0,1,21,1,
ZS,00,zs_mask_i,22,0x04e9,ZS_00_zs_mask_i_22,rw,3,0,1,22,1,
ZS,00,zs_lambda,23,0x04ec,ZS_00_zs_lambda_23,rw,3,32,127,0,127,
ZS,00,zs_kappa,23,0x04ec,ZS_00_zs_kappa_23,rw,3,32,63,7,63,
ZS,00,zs_c_i,23,0x04ec,ZS_00_zs_c_i_23,rw,3,255,255,13,255,
ZS,00,zs_pass_i,23,0x04ec,ZS_00_zs_pass_i_23,rw,3,0,1,21,1,
ZS,00,zs_mask_i,23,0x04ec,ZS_00_zs_mask_i_23,rw,3,0,1,22,1,
ZS,00,zs_lambda,24,0x04ef,ZS_00_zs_lambda_24,rw,3,32,127,0,127,
ZS,00,zs_kappa,24,0x04ef,ZS_00_zs_kappa_24,rw,3,32,63,7,63,
ZS,00,zs_c_i,24,0x04ef,ZS_00_zs_c_i_24,rw,3,255,255,13,255,
ZS,00,zs_pass_i,24,0x04ef,ZS_00_zs_pass_i_24,rw,3,0,1,21,1,
ZS,00,zs_mask_i,24,0x04ef,ZS_00_zs_mask_i_24,rw,3,0,1,22,1,
ZS,00,zs_lambda,25,0x04f2,ZS_00_zs_lambda_25,rw,3,32,127,0,127,
ZS,00,zs_kappa,25,0x04f2,ZS_00_zs_kappa_25,rw,3,32,63,7,63,
ZS,00,zs_c_i,25,0x04f2,ZS_00_zs_c_i_25,rw,3,255,255,13,255,
ZS,00,zs_pass_i,25,0x04f2,ZS_00_zs_pass_i_25,rw,3,0,1,21,1,
ZS,00,zs_mask_i,25,0x04f2,ZS_00_zs_mask_i_25,rw,3,0,1,22,1,
ZS,00,zs_lambda,26,0x04f5,ZS_00_zs_lambda_26,rw,3,32,127,0,127,
ZS,00,zs_kappa,26,0x04f5,ZS_00_zs_kappa_26,rw,3,32,63,7,63,
ZS,00,zs_c_i,26,0x04f5,ZS_00_zs_c_i_26,rw,3,255,255,13,255,
ZS,00,zs_pass_i,26,0x04f5,ZS_00_zs_pass_i_26,rw,3,0,1,21,1,
ZS,00,zs_mask_i,26,0x04f5,ZS_00_zs_mask_i_26,rw,3,0,1,22,1,
ZS,00,zs_lambda,27,0x04f8,ZS_00_zs_lambda_27,rw,3,32,127,0,127,
